Takt/Zug|Zugnummer|Zugname|Zugtyp|Aktiv|Gruppenbearbeitung|Besteller|Betreiber|Traktionist|Klasse|Zugcharakteristik|Start (Kürzel)|Start|Ziel (Kürzel)|Ziel|Abfahrt|Plan-Ankunft|Real-Ankunft|Von Zug|Auf Zug|Baubetriebsstatus|Statusbezeichnung|VT|Gültig von|Gültig bis|Berechnet|Simulation|Gefiltert|Fehler
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 1\rück\GV4_ETCS 470000109|470000109|470000109|R|inaktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FFU B|Fulda(Bronnzell)|FB  R|Bebra Rbf|31:24:49|32:07:20|32:07:48|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 1\rück\GV4_ETCS 470000111|470000111|470000111|R|inaktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FFU B|Fulda(Bronnzell)|FB  R|Bebra Rbf|32:24:49|33:07:20|33:07:48|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 1\rück\GV4_ETCS 470000113|470000113|470000113|R|inaktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FFU B|Fulda(Bronnzell)|FB  R|Bebra Rbf|33:24:49|34:07:20|34:07:48|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 1\rück\GV4_ETCS 470000101-1|470000101-1|470000101-1|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FFU B|Fulda(Bronnzell)|FB  R|Bebra Rbf|27:24:49|28:07:20|28:07:48|||Verkehrt|abgestimmt aber konfliktbehaftet (SGV)|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 1\rück\GV4_ETCS 470000103-1|470000103-1|470000103-1|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FFU B|Fulda(Bronnzell)|FB  R|Bebra Rbf|28:24:49|29:07:20|29:07:48|||Verkehrt|abgestimmt aber konfliktbehaftet (SGV)|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\hin|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\hin\GV4_ETCS 470000212|470000212|470000212|R|inaktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB  R|Bebra Rbf|FFU B|Fulda(Bronnzell)|29:19:30|30:04:10|30:04:10|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\hin\GV4_ETCS 470000200-1|470000200-1|470000200-1|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB  R|Bebra Rbf|FFU B|Fulda(Bronnzell)|23:19:30|24:04:10|24:04:10|||Verkehrt|abgestimmt aber konfliktbehaftet (SGV)|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\hin\GV4_ETCS 470000202|470000202|470000202|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB  R|Bebra Rbf|FFU B|Fulda(Bronnzell)|24:19:30|25:04:10|25:04:10|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\hin\GV4_ETCS 470000204|470000204|470000204|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB  R|Bebra Rbf|FFU B|Fulda(Bronnzell)|25:19:30|26:04:10|26:04:10|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\hin\GV4_ETCS 470000206|470000206|470000206|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB  R|Bebra Rbf|FFU B|Fulda(Bronnzell)|26:19:30|27:04:10|27:04:10|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\hin\GV4_ETCS 470000208|470000208|470000208|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB  R|Bebra Rbf|FFU B|Fulda(Bronnzell)|27:19:30|28:04:10|28:04:10|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\hin\GV4_ETCS 470000210|470000210|470000210|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB  R|Bebra Rbf|FFU B|Fulda(Bronnzell)|28:19:30|29:04:10|29:04:10|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\rück|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\rück\GV4_ETCS 470000203|470000203|470000203|R|inaktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FFU B|Fulda(Bronnzell)|FB  R|Bebra Rbf|29:44:55|30:27:26|30:27:53|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\rück\GV4_ETCS 470000205|470000205|470000205|R|inaktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FFU B|Fulda(Bronnzell)|FB  R|Bebra Rbf|30:44:55|31:27:26|31:27:53|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\rück\GV4_ETCS 470000207|470000207|470000207|R|inaktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FFU B|Fulda(Bronnzell)|FB  R|Bebra Rbf|31:44:55|32:27:26|32:27:53|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\rück\GV4_ETCS 470000209|470000209|470000209|R|inaktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FFU B|Fulda(Bronnzell)|FB  R|Bebra Rbf|32:44:55|33:27:26|33:27:53|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\rück\GV4_ETCS 470000211|470000211|470000211|R|inaktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FFU B|Fulda(Bronnzell)|FB  R|Bebra Rbf|33:44:55|34:27:26|34:27:53|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\rück\GV4_ETCS 470000213|470000213|470000213|R|inaktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FFU B|Fulda(Bronnzell)|FB  R|Bebra Rbf|34:44:55|35:27:26|35:27:53|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\47 Bebra - Nürnberg Rbf Ausfahrt_Nacht\Takt 2\rück\GV4_ETCS 470000201|470000201|470000201|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FFU B|Fulda(Bronnzell)|FB  R|Bebra Rbf|28:44:55|29:27:26|29:27:53|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 1|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 1\hin|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 1\hin\GV4_ETCS 49100|49100|49100||aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|06:24:09|09:18:52|09:19:39|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 1\hin\GV4_ETCS 49102|49102|49102|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|08:24:09|11:18:52|11:19:39|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 1\hin\GV4_ETCS 49104|49104|49104|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|10:24:09|13:18:52|13:19:39|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 1\hin\GV4_ETCS 49106|49106|49106|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|12:24:09|15:18:52|15:19:39|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 1\hin\GV4_ETCS 49108|49108|49108|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|14:24:09|17:18:52|17:19:39|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 1\hin\GV4_ETCS 49110|49110|49110|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|16:24:09|19:18:52|19:19:39|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 1\hin\GV4_ETCS 49112|49112|49112|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|18:24:09|21:18:52|21:19:39|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 1\hin\GV4_ETCS 49114|49114|49114|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|20:24:09|23:18:52|23:19:39|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 1\hin\GV4_ETCS 49116|49116|49116|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|22:24:09|25:18:52|25:19:39|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 2|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 2\hin|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 2\hin\GV4_ETCS 49200|49200|49200|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|07:11:12|09:46:42|09:47:29|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 2\hin\GV4_ETCS 49202|49202|49202|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|09:11:12|11:46:42|11:47:29|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 2\hin\GV4_ETCS 49204|49204|49204|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|11:11:12|13:46:42|13:47:29|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 2\hin\GV4_ETCS 49206|49206|49206|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|13:11:12|15:46:42|15:47:29|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 2\hin\GV4_ETCS 49208|49208|49208|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|15:11:12|17:46:42|17:47:29|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 2\hin\GV4_ETCS 49210|49210|49210|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|17:11:12|19:46:42|19:47:29|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 2\hin\GV4_ETCS 49212|49212|49212|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|19:11:12|21:46:42|21:47:29|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 2\hin\GV4_ETCS 49214|49214|49214|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|21:11:12|23:46:42|23:47:29|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 2\hin\GV4_ETCS 49216|49216|49216|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|23:11:12|25:46:42|25:47:29|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 3|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 3\hin|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 3\hin\GV4_ETCS 49300|49300|49300|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|05:56:37|08:09:10|08:09:24|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 3\hin\GV4_ETCS 49302|49302|49302|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|07:56:37|10:09:10|10:09:24|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 3\hin\GV4_ETCS 49304|49304|49304|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|09:56:37|12:09:10|12:09:24|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 3\hin\GV4_ETCS 49306|49306|49306|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|11:56:37|14:09:10|14:09:24|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 3\hin\GV4_ETCS 49308|49308|49308|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|13:56:37|16:09:10|16:09:24|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 3\hin\GV4_ETCS 49310|49310|49310|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|15:56:37|18:09:10|18:09:24|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 3\hin\GV4_ETCS 49312|49312|49312|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|17:56:37|20:09:10|20:09:24|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 3\hin\GV4_ETCS 49314|49314|49314|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|19:56:37|22:09:10|22:09:24|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 3\hin\GV4_ETCS 49316|49316|49316|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|21:56:37|24:09:10|24:09:24|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 4|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 4\hin|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 4\hin\GV4_ETCS 49400|49400|49400|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|07:46:33|10:18:28|10:19:15|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 4\hin\GV4_ETCS 49402|49402|49402|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|09:46:33|12:18:28|12:19:15|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 4\hin\GV4_ETCS 49404|49404|49404|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|11:46:33|14:18:28|14:19:15|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 4\hin\GV4_ETCS 49406|49406|49406|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|13:46:33|16:18:28|16:19:15|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 4\hin\GV4_ETCS 49408|49408|49408|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|15:46:33|18:18:28|18:19:15|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 4\hin\GV4_ETCS 49410|49410|49410|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|17:46:33|20:18:28|20:19:15|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 4\hin\GV4_ETCS 49412|49412|49412|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|19:46:33|22:18:28|22:19:15|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 4\hin\GV4_ETCS 49414|49414|49414|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|21:46:33|24:18:28|24:19:15|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 4\hin\GV4_ETCS 49416|49416|49416|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|23:46:33|26:18:28|26:19:15|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 5|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 5\hin|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 5\hin\GV4_ETCS 49500|49500|49500|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|06:03:46|08:33:05|08:33:52|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 5\hin\GV4_ETCS 49502|49502|49502|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|08:03:46|10:33:05|10:33:52|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 5\hin\GV4_ETCS 49504|49504|49504|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|10:03:46|12:33:05|12:33:52|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 5\hin\GV4_ETCS 49506|49506|49506|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|12:03:46|14:33:05|14:33:52|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 5\hin\GV4_ETCS 49508|49508|49508|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|14:03:46|16:33:05|16:33:52|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 5\hin\GV4_ETCS 49510|49510|49510|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|16:03:46|18:33:05|18:33:52|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 5\hin\GV4_ETCS 49512|49512|49512|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|18:03:46|20:33:05|20:33:52|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 5\hin\GV4_ETCS 49514|49514|49514|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|20:03:46|22:33:05|22:33:52|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld\Takt 5\hin\GV4_ETCS 49516|49516|49516|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|22:03:46|24:33:05|24:33:52|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld_Nacht|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld_Nacht\Takt 1|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld_Nacht\Takt 1\hin|||||N|||||||||||||||||||||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld_Nacht\Takt 1\hin\GV4_ETCS 490000110|490000110|490000110|R|inaktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|29:15:11|31:30:43|31:30:48|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld_Nacht\Takt 1\hin\GV4_ETCS 490000112|490000112|490000112|R|inaktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|30:15:11|32:30:43|32:30:48|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\GV_LANGSAM-E\49 Bebra - Mannheim Friedrichsfeld_Nacht\Takt 1\hin\GV4_ETCS 490000100|490000100|490000100|R|aktiv|N||||Gz|GV4_ETCS/GV4_ETCS|FB|Bebra|FNISA|Neu-Isenburg ARZ|24:15:11|26:30:43|26:30:48|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
