Takt/Zug|Zugnummer|Zugname|Zugtyp|Aktiv|Gruppenbearbeitung|Besteller|Betreiber|Traktionist|Klasse|Zugcharakteristik|Start (Kürzel)|Start|Ziel (Kürzel)|Ziel|Abfahrt|Plan-Ankunft|Real-Ankunft|Von Zug|Auf Zug|Baubetriebsstatus|Statusbezeichnung|VT|Gültig von|Gültig bis|Berechnet|Simulation|Gefiltert|Fehler
\PNV-D\N61 Braunschweig Hbf - Uelzen\Takt 2\hin\RB Diesel kurz 1106126|1106126|1106126|R|aktiv|N||||NRz|RB - diesel - kurz/RB Diesel kurz|HSTF|Stederdorf/Uelz|HU|Uelzen|21:46:34|21:54:13|21:54:22|||Verkehrt|nicht abgestimmt|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Braunschweig Hbf - Uelzen\Takt 2\hin\RB Diesel kurz 1106130|1106130|1106130|R|aktiv|N||||NRz|RB - diesel - kurz/RB Diesel kurz|HSTF|Stederdorf/Uelz|HU|Uelzen|23:46:34|23:54:13|23:54:22|||Verkehrt|nicht abgestimmt|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Braunschweig Hbf - Uelzen\Takt 2\hin\RB Diesel kurz 1106134|1106134|1106134|R|aktiv|N||||NRz|RB - diesel - kurz/RB Diesel kurz|HSTF|Stederdorf/Uelz|HU|Uelzen|25:46:34|25:54:13|25:54:22|||Verkehrt|nicht abgestimmt|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Braunschweig Hbf - Uelzen\Takt 2\rück|||||N|||||||||||||||||||||||
\PNV-D\N61 Braunschweig Hbf - Uelzen\Takt 2\rück\RB Diesel kurz 1106103|1106103|1106103|R|aktiv|N||||NRz|RB - diesel - kurz/RB Diesel kurz|HU|Uelzen|HSTF|Stederdorf/Uelz|06:12:00|06:19:29|06:19:29|||Verkehrt|nicht abgestimmt|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Braunschweig Hbf - Uelzen\Takt 2\rück\RB Diesel kurz 1106107|1106107|1106107|R|aktiv|N||||NRz|RB - diesel - kurz/RB Diesel kurz|HU|Uelzen|HSTF|Stederdorf/Uelz|08:12:00|08:19:29|08:19:29|||Verkehrt|nicht abgestimmt|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Braunschweig Hbf - Uelzen\Takt 2\rück\RB Diesel kurz 1106111|1106111|1106111|R|aktiv|N||||NRz|RB - diesel - kurz/RB Diesel kurz|HU|Uelzen|HSTF|Stederdorf/Uelz|10:12:00|10:19:29|10:19:29|||Verkehrt|nicht abgestimmt|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Braunschweig Hbf - Uelzen\Takt 2\rück\RB Diesel kurz 1106115|1106115|1106115|R|aktiv|N||||NRz|RB - diesel - kurz/RB Diesel kurz|HU|Uelzen|HSTF|Stederdorf/Uelz|12:12:00|12:19:29|12:19:29|||Verkehrt|nicht abgestimmt|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Braunschweig Hbf - Uelzen\Takt 2\rück\RB Diesel kurz 1106119|1106119|1106119|R|aktiv|N||||NRz|RB - diesel - kurz/RB Diesel kurz|HU|Uelzen|HSTF|Stederdorf/Uelz|14:12:00|14:19:29|14:19:29|||Verkehrt|nicht abgestimmt|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Braunschweig Hbf - Uelzen\Takt 2\rück\RB Diesel kurz 1106123|1106123|1106123|R|aktiv|N||||NRz|RB - diesel - kurz/RB Diesel kurz|HU|Uelzen|HSTF|Stederdorf/Uelz|16:12:00|16:19:29|16:19:29|||Verkehrt|nicht abgestimmt|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Braunschweig Hbf - Uelzen\Takt 2\rück\RB Diesel kurz 1106127|1106127|1106127|R|aktiv|N||||NRz|RB - diesel - kurz/RB Diesel kurz|HU|Uelzen|HSTF|Stederdorf/Uelz|18:12:00|18:19:29|18:19:29|||Verkehrt|nicht abgestimmt|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Braunschweig Hbf - Uelzen\Takt 2\rück\RB Diesel kurz 1106131|1106131|1106131|R|aktiv|N||||NRz|RB - diesel - kurz/RB Diesel kurz|HU|Uelzen|HSTF|Stederdorf/Uelz|20:12:00|20:19:29|20:19:29|||Verkehrt|nicht abgestimmt|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Braunschweig Hbf - Uelzen\Takt 2\rück\RB Diesel kurz 1106135|1106135|1106135|R|aktiv|N||||NRz|RB - diesel - kurz/RB Diesel kurz|HU|Uelzen|HSTF|Stederdorf/Uelz|22:12:00|22:19:29|22:19:29|||Verkehrt|nicht abgestimmt|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg|||||N|||||||||||||||||||||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin|||||N|||||||||||||||||||||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706100|1706100|1706100||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|04:08:00|04:14:19|04:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706102|1706102|1706102||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|05:08:00|05:14:19|05:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706104|1706104|1706104||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|06:08:00|06:14:19|06:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706106|1706106|1706106||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|07:08:00|07:14:19|07:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706108|1706108|1706108||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|08:08:00|08:14:19|08:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706110|1706110|1706110||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|09:08:00|09:14:19|09:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706112|1706112|1706112||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|10:08:00|10:14:19|10:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706114|1706114|1706114||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|11:08:00|11:14:19|11:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706116|1706116|1706116||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|12:08:00|12:14:19|12:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706118|1706118|1706118||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|13:08:00|13:14:19|13:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706120|1706120|1706120||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|14:08:00|14:14:19|14:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706122|1706122|1706122||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|15:08:00|15:14:19|15:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706124|1706124|1706124||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|16:08:00|16:14:19|16:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706126|1706126|1706126||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|17:08:00|17:14:19|17:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706128|1706128|1706128||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|18:08:00|18:14:19|18:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706130|1706130|1706130||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|19:08:00|19:14:19|19:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706132|1706132|1706132||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|20:08:00|20:14:19|20:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706134|1706134|1706134||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|21:08:00|21:14:19|21:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706136|1706136|1706136||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|22:08:00|22:14:19|22:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\hin\RB Diesel 1706138|1706138|1706138||aktiv|N||||NRz|RB - diesel/RB Diesel|FF|Frankfurt(M) Hbf|FNIS|Neu-Isenburg|23:08:00|23:14:19|23:14:19|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück|||||N|||||||||||||||||||||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706101|1706101|1706101||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|04:44:34|04:51:30|04:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706103|1706103|1706103||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|05:44:34|05:51:30|05:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706105|1706105|1706105||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|06:44:34|06:51:30|06:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706107|1706107|1706107||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|07:44:34|07:51:30|07:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706109|1706109|1706109||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|08:44:34|08:51:30|08:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706111|1706111|1706111||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|09:44:34|09:51:30|09:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706113|1706113|1706113||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|10:44:34|10:51:30|10:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706115|1706115|1706115||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|11:44:34|11:51:30|11:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706117|1706117|1706117||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|12:44:34|12:51:30|12:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706119|1706119|1706119||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|13:44:34|13:51:30|13:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706121|1706121|1706121||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|14:44:34|14:51:30|14:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706123|1706123|1706123||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|15:44:34|15:51:30|15:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706125|1706125|1706125||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|16:44:34|16:51:30|16:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706127|1706127|1706127||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|17:44:34|17:51:30|17:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706129|1706129|1706129||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|18:44:34|18:51:30|18:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706131|1706131|1706131||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|19:44:34|19:51:30|19:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706133|1706133|1706133||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|20:44:34|20:51:30|20:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706135|1706135|1706135||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|21:44:34|21:51:30|21:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706137|1706137|1706137||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|22:44:34|22:51:30|22:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N61 Frankfurt (Main) Hbf - Dieburg\rück\RB Diesel 1706139|1706139|1706139||aktiv|N||||NRz|RB - diesel/RB Diesel|FNIS|Neu-Isenburg|FF|Frankfurt(M) Hbf|23:44:34|23:51:30|23:51:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach|||||N|||||||||||||||||||||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin|||||N|||||||||||||||||||||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706400|1706400|1706400|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|06:38:00|06:57:46|06:57:46|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706402|1706402|1706402|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|07:38:00|07:57:46|07:57:46|RB Diesel 1706401||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706404|1706404|1706404|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|08:38:00|08:57:46|08:57:46|RB Diesel 1706403||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706406|1706406|1706406|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|09:38:00|09:57:46|09:57:46|RB Diesel 1706405||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706408|1706408|1706408|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|10:38:00|10:57:46|10:57:46|RB Diesel 1706407||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706410|1706410|1706410|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|11:38:00|11:57:46|11:57:46|RB Diesel 1706409||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706412|1706412|1706412|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|12:38:00|12:57:46|12:57:46|RB Diesel 1706411||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706414|1706414|1706414|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|13:38:00|13:57:46|13:57:46|RB Diesel 1706413||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706416|1706416|1706416|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|14:38:00|14:57:46|14:57:46|RB Diesel 1706415||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706418|1706418|1706418|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|15:38:00|15:57:46|15:57:46|RB Diesel 1706417||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706420|1706420|1706420|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|16:38:00|16:57:46|16:57:46|RB Diesel 1706419||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706422|1706422|1706422|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|17:38:00|17:57:46|17:57:46|RB Diesel 1706421||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706424|1706424|1706424|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|18:38:00|18:57:46|18:57:46|RB Diesel 1706423||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706426|1706426|1706426|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|19:38:00|19:57:46|19:57:46|RB Diesel 1706425||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706428|1706428|1706428|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|20:38:00|20:57:46|20:57:46|RB Diesel 1706427||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\hin\RB Diesel 1706430|1706430|1706430|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FH  S|Hanau Südseite|FBA|Babenhausen|21:38:00|21:57:46|21:57:46|RB Diesel 1706429||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\rück|||||N|||||||||||||||||||||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\rück\RB Diesel 1706401|1706401|1706401|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FBA|Babenhausen|FH  S|Hanau Südseite|07:01:31|07:22:00|07:22:00||RB Diesel 1706402|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\rück\RB Diesel 1706403|1706403|1706403|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FBA|Babenhausen|FH  S|Hanau Südseite|08:01:31|08:22:00|08:22:00||RB Diesel 1706404|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\rück\RB Diesel 1706405|1706405|1706405|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FBA|Babenhausen|FH  S|Hanau Südseite|09:01:31|09:22:00|09:22:00||RB Diesel 1706406|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\rück\RB Diesel 1706407|1706407|1706407|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FBA|Babenhausen|FH  S|Hanau Südseite|10:01:31|10:22:00|10:22:00||RB Diesel 1706408|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\rück\RB Diesel 1706409|1706409|1706409|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FBA|Babenhausen|FH  S|Hanau Südseite|11:01:31|11:22:00|11:22:00||RB Diesel 1706410|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\rück\RB Diesel 1706411|1706411|1706411|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FBA|Babenhausen|FH  S|Hanau Südseite|12:01:31|12:22:00|12:22:00||RB Diesel 1706412|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\PNV-D\N64 Hanau Südseite - Groß-Umstadt-Wiebelsbach\rück\RB Diesel 1706413|1706413|1706413|R|aktiv|N||||NRz|RB - diesel/RB Diesel|FBA|Babenhausen|FH  S|Hanau Südseite|13:01:31|13:22:00|13:22:00||RB Diesel 1706414|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
